location,loctype,counts,lon,lat,comments,attitudes,reposts,price,introduction,开放时间,关闭时间,动物,赏花,文化典故,美食,带娃
沙家浜,山水景观,31,120.800713,31.634811,42,3,9,60,"沙家浜芦苇荡风景区位于明媚秀丽的江苏省常熟市阳澄湖畔，交通便捷，北离常熟市区10余公里，南达沪宁高速苏州、无锡互通40和50公里，东接常昆线至上海85公里，2003年建成的苏嘉杭高速公路在境内互通，205省道复线和锡太路与之相接，是长三角高速公路网的重要节点。
沙家浜芦苇荡风景区是全国爱国主义教育示范基地、全国百家红色旅游经典景区、国家5A级旅游区、华东地区最大的生态湿地之一，一区占地1000多亩，景区占地6000多亩，拥有独特的历史人文和自然生态资源，已形成了革命传统教育区、红石民俗文化村、国防教育园、军事训练基地、芦苇水陆迷宫、横泾老街影视基地、沙家浜湿地公园、横泾剧场、美食购物区等功能区域。 2017年12月，被评选为全国中小学生研学实践教育基地。",8:00,17:00,,,1,,1
太湖,山水景观,769,120.3202,31.26359,1575,71,129,0,"太湖风景名胜区位于长江三角洲中部，是以太湖、沿湖山丘、岛屿的山水景观为特色，具有悠久文化历史的天然湖泊风景区。
太湖风景名胜区规划总面积3091平方公里，其中景区888平方公里（含太湖水面529平方公里），外围保护地带2203平方公里（含太湖水面1931平方公里）。
太湖风景名胜区的包含的区域分别为苏州市的木渎、石湖、光福、东山、西山、f直、同里景区；无锡市的梅梁湖、蠡湖、锡惠、马山景区；常熟市的虞山景区；宜兴市的阳羡景区等13个景区和无锡市的泰伯庙、泰伯墓2个独立景点组成。所辖范围涉及2市3县市的35个镇或街道。",8:00,17:00,1,1,,1,1
阳澄湖,山水景观,1710,120.937309,31.416151,4227,266,376,0,"阳澄湖又名阳城湖。在江苏省南部，苏州城东北五公里，跨相城区和昆山市。阳澄湖畔，东依上海，西临苏州，京沪铁路、沪宁高速公路312国道皆傍区而过，与上海虹桥国际机场相距仅半小时车程。它拥有岸线166千米，岸线蜿蜒曲折，富有诗意。南北长17千米，东西最大宽度8千米，面积117平方千米，蓄水量3.7亿立方米。阳澄湖总水面18万亩，太湖下游湖群之一，系古太湖的残留。
湖中纵列沙埂2条，将阳澄湖分为东、中、西3湖。东湖最大，水深1.7-2.5米；中湖和西湖，水深1.5-3.0米。
西纳元和塘来水，东出戚浦塘、杨林塘和济河注入长江，南出娄江与吴淞江、澄湖、淀泖湖群等相通。因此，独特的水域环境、地理位置以及水生环境，造就了阳澄湖大闸蟹有别于其他湖区大闸蟹的特质。
阳澄湖水产资源十分丰富，阳澄湖盛产七十种淡水产品，白鱼、鲢鱼、清水虾、大闸蟹为湖中六宝，其中素有蟹中之王美称的阳澄湖清水大闸蟹更是驰名中外。",8:00,17:00,1,,,1,1
天池山,山水景观,218,120.46408,31.29358,407,8,123,0,"池山上石室，是苏州西部低山丘陵所有石室中保存最为完整的。天池山北竹坞有明文震孟墓，1957年列为江苏省文物保护单位。有市级文物保护单位清冯桂芬墓和明代南京右都御史毛墓。宋张廷杰曾隐居此地，营墓立宅，改名就隐山。山南石壁镌刻明赵h光书书“华山鸟道”四个大字，鸟道下为始建于晋代的华山翠岩寺。
天池山中多泉，寺前有清心泉，寒枯泉，寺旁山上有直径半米多的圆形山泉名“钵盂泉”，还有水声如捣的“地雷泉”，掬手可盈的“盈盈泉”及“天池第一泉”。",8:00,17:00,1,1,,,1
天平山,山水景观,714,120.50295,31.28379,1502,40,205,20,"天平山风景名胜区位于江苏省苏州市吴中区灵天路。海拔221米，山势高峻，因山顶平正故名。
天平山山势峭峻奇险，古称白云山，又名赐山，系北宋名臣范仲淹先祖归葬之地。景区占地近百顷，向以“红枫、奇石、清泉”三绝著称，有万笏朝天、高义叠翠等十八胜景。
2013年4月25日，天平山风景名胜区被评为AAAA级景区。",8:00,17:00,,1,,,1
旺山,山水景观,327,120.610115,31.198538,445,23,73,0,"旺山景区，地理位置优越,拥有得天独厚的生态环境、丰富的自然资源和悠久的历史人文景观。旺山景区是省内首个全国农业旅游示范点，现为国家AAAAA级旅游景区。",8:00,17:00,1,,,,1
西山,山水景观,116,120.299102,31.061996,264,1,36,0,"苏州西山景区，是西洞庭山的简称，南北宽11公里，东西长15公里，面积79.8平方公里，系太湖第一大岛。西山景区是太湖风景名胜区的精华。
苏州西山景区，以群岛风光、花果丛林、吴越以来的古迹见长，以浏览、度假为主的湖岛区。它拥有湖中群岛、湖湾山水、山中坞谷、山顶峰峦四个风景层次。全区规划建设缥缈云场、水月问茶、林屋晚烟、消夏渔歌、f里犁云、玄阳稻浪、肖山遗踪、毛公积雪、西湖夕照、石 公秋月，风凰烟雨、金铎松篁、文化巽峰、大沙观帆、罗汉古刹、鸡笼梅雪、明湾古村、f角风涛、天王鱼国、横山旭日等二十个景点。
苏州西山景区，规划面积共计609.3公顷。",8:00,17:00,1,1,,,
虞山剑门,山水景观,419,120.711266,31.664326,747,40,95,0,虞山剑门，在虞山中部最高处，高度为海拔261米，以石景著称。“绝壁云扶将堕石”，形象逼真地描绘出了悬崖凌空的剑门奇景。从南坡拾级而上，山势险峻，长约五百余米，笔直如鞭，古称“霸王鞭”。山道崎 剑门岖，既陡又狭，足下深谷幽险，举目怪石凌空，使人有蜀道难之感。,8:00,17:00,,1,,1,
虎丘山风景区,山水景观,6245,120.6001784,31.327346,11777,731,1189,70,"虎丘山风景名胜区，位于江苏省苏州市姑苏区虎丘山门内8号，在苏州古城西北3.5千米，海拔34.3米，景区面积72.8公顷，核心景区面积15.97公顷，有2500多年的悠久历史。
虎丘又称海涌山，东晋司徒王与弟司空王珉于剑池两侧建别墅，后舍宅为寺，名虎丘寺，寺宇沿山而筑，“寺中藏山”为其一大特色。虎丘后山有“虎丘后山胜前山”之说，现存青石小桥、石牌坊、湖石假山。
虎丘山风景名胜区先后被评为全国首批十佳文明风景旅游区示范点，全国文明单位。1996年，被省政府批准为省级风景名胜区。2007年，虎丘山在内的苏州园林被命名为国家AAAAA级旅游景区。2014年，虎丘景区云岩寺塔作为大运河的组成部分列入《世界遗产名录》。",8:00,17:00,,,1,,
金鸡湖,山水景观,10162,120.773658,31.140913,18868,2421,2412,0,"金鸡湖景区位于江苏省苏州市苏州工业园区金鸡湖商务区，景区总面积11.5平方千米，其中水域面积7.4平方千米，属于开放式的国家5A级旅游景区。
金鸡湖景区的苏州文化艺术中心是金鸡奖的永久评奖基地。金鸡湖景区拥有“苏州中心”“东方之门”“音乐喷泉”“文化艺术中心”“月光码头”“诚品书店”“圆融天幕”“国金中心”“望湖角”“李公堤”十大景观景点。拥有金鸡湖国际半程马拉松、金鸡湖龙舟赛、金鸡湖帆船赛、中意文化交流节、金鸡湖桃花节、金鸡湖双年展等固定节庆活动。是中国国家商务旅游示范区“苏州工业园区”的集中展示区和核心区。
2012年7月2日，金鸡湖景区被中华人民共和国文化和旅游部公布为国家5A级旅游景区。",8:00,17:00,,1,,,1
穹窿山风景区,山水景观,1562,120.443649,31.18611,2945,149,285,40,"2013年1月，苏州市吴中太湖旅游区荣膺国家AAAAA级景区。原4A级景区穹窿山成为5A级太湖旅游区的重要景区。
穹窿山景区拥有丰富的自然资源，拾阶而上，步移景易，或苍松翠竹，或泉水潺潺，环境极为清幽静谧。612亩的省级自然保护区――茅蓬坞是一座天然的植物博物馆，拥有牛鼻栓、短穗竹、紫楠等名贵树种以及穹术、三七、党参、灵芝、何首乌等药用植物，已探明的药用植物就有151种。穹隆山景区还是苏州地区最大的“天然森林氧吧”，林间氧气充足，空气中负离子含量每立方米达2万个，是一般空间负离子含量的400至500倍。
穹窿山景区历史悠长，集政治、军事、宗教、文化于一山，丰富的人文景观是其又一资源优势。古代大军事家孙子隐居在此，并写出了中国历史第一部兵书《孙子兵法》十三篇。清帝乾隆六次临山，留下无数鲜为人知的趣闻轶事；西汉大臣朱买臣，曾在此砍柴、读书；抗金名将韩世忠与部下更相聚于此观景赏月。",8:00,17:00,,,1,,
上方山国家森林公园,山水景观,2018,120.5903151,31.2356922,3738,184,382,20,"江苏上方山国家森林公园位于江苏省苏州市吴中区横塘镇，在苏州市区西南侧，是集生态、游览、休闲、科普等为一体的景区，规划面积500公顷。
江苏上方山国家森林公园地处横山主峰七子山的东北支脉，海拔92.6米，属亚热带季风海洋性气候区，森林覆盖率达95%以上，有植物124科205属465种，有楞伽塔、拜郊台、乾隆御道、治平寺、石湖草堂、石佛寺、范成大祠、越公井等20余处景点。
1992年7月，苏州上方山经原国家林业部批准为国家级森林公园。",8:00,17:00,,1,,,1
石湖景区,山水景观,800,120.617821,31.226817,1621,69,169,0,"石湖属于太湖支流，居上方山东麓，太湖之滨，位于江苏省苏州古城西南5000米、太湖以东5000米处，跨苏州虎丘区、吴中区两行政区。
石湖南北长4500米，东西宽2000米，水域面积256万平方米，分为东石湖、西石湖和南石湖三个湖面，共有吴堤、越堤、石堤、杨堤和范堤5堤横卧于水面之上。
石湖是一个以吴越遗迹和田园风光见称的风景区，为太湖国家级风景名胜区的组成部分，宋代诗人范成大晚年定居于此，拥有渔庄、天镜阁、行春桥、石湖串月等景观景物。
2013年，石湖被国家旅游局评为国家AAAA级景区。",8:00,17:00,,1,1,,1
旺山生态园,山水景观,820,120.568788,31.1952638,1281,60,179,0,旺山生态园位于苏州城区西南8公里处，处于天然山林环抱之中，是一处山林植被、农业生态、田园村落、历史古迹保存良好的田园梦乡。生态园包括钱家坞“农家乐”、耕岛、茶园采撷以及登高览胜等项目。钱家坞“农家乐”主题区则以农家特色的餐饮和住宿服务为主，景区内还有大量果园、菜地，游客在这里既能品尝到无公害绿色食品，又能亲自采摘，体验淳朴自然的农作生活。以江南耕岛的坊间生产劳作为趣味体验的耕岛主题区内有传统水车、风车阵、瓜果长廊、农耕小屋以及鱼趣参与区、拓展训练场、宠物会所等，游客可以和溪水来次亲密接触，挽起裤腿在溪水里捞鱼、摸虾、抓泥鳅等等，也可以静坐一旁，感受独钓的乐趣。在登高览胜主题区内，尧峰山历来是登高望远的好地方，这里空气清新，绿阴苍翠，沿途历史文化氛围浓郁，正在恢复修缮中的龙王池、龙洞、宝华寺等一系列文化主题将整个尧峰山串连起来，让游客在观光赏景的同时，也可以静静聆听历史的声音。,8:00,17:00,,1,,,1
东方之门,商业街,4267,120.740555,31.243271,9235,436,1058,0,"东方之门（The Gate of the Orient），位于江苏省苏州市工业园区星港街199号，地处苏州工业园区CBD轴线的东端，东临星港街及金鸡湖，西面为园区管委会大楼及世纪金融大厦，南面为小河，北侧为城市绿带和城市道路。
东方之门总基地面积为24319平方米，总建筑面积（包括地下部分）为453141.79平方米。其中，地上建筑面积336680.71平方米，地下建筑面积为116461.08平方米。
东方之门获“中国结构最复杂的超高层建筑”；“中国最高无边际泳池”；“中国最高的过街天河”；“中国最高的空中苏式园林”；“第十八届中国土木工程詹天佑奖”等荣誉。",8:00,22:00,,,,1,1
方塔东街步行街,商业街,1638,120.760528,31.6417,3334,186,292,0,方塔东街是常熟第一条按照国际一流水准建设的现代化商业步行街，全长660米，平均宽24米。步行街于2002年6月底开工建设，于2003年9月底全面竣工。经过改造的商业街运用点、线、面多层设计方式，体现出“添观光景点、作休闲文章、促购物消费”的设计原则。整街景观体系分为“五点三段”：世纪大门、池畔逐凉、七溪入海、水上舞台、璀璨世界等五个景观点分布均匀，三段景观通廊在街道的铺装、灯光、小品、种植设计上各有特色，与建筑立面构成连续的景观界面。在绿化景观的营造上，通过种植常绿树种和落叶树种相结合，达到四季有花、四季有景的效果。,8:00,22:00,,,1,1,1
观前街,商业街,17259,120.629021,31.311489,41128,2055,4303,0,"观前街（Guanqian Street），位于江苏省苏州市姑苏区，东起临顿路（醋坊桥），西至人民路（察院场），主街全长780米，因古观玄妙观而得名。
观前街运用“儒道互补”的原理，以玄妙观为核心，同时在与北局广场相对应处的宫巷东侧，增设一摊贩市场 配合玄妙观广场，形成三点式对称布局。观前街的建筑体量小，形成低矮的建筑轮廓线，建筑色彩以黑、白、灰为主。观前街主街分布着购物商场和老字号商店，餐饮业主要集中在太监弄一带，娱乐休闲场所主要集中在乔司空巷一带。
2018年8月，观前街入选江苏省首批老字号集聚街区。",8:00,22:00,,,1,1,1
李公堤,山水景观,3074,120.822853,31.270401,6685,253,930,0,李公堤是苏州市金鸡湖中唯一的湖中长堤，全长1400米，系光绪年间元和县令李超琼所建。李公堤整体典雅精致，当年商贾云集的盛景，从堤上古碑文中仍可略窥一二。李公堤所在之环金鸡湖景观工程由全球最具领导地位的景观设计与区域规划顾问之一――美国泛亚易道公司进行世界级标准的景观设计。现已成为国内混合型亲水社区的成功典范，形成巨大规模的开放型现代城市生态公园。,8:00,22:00,,1,,1,
绿宝广场,商业街,4087,120.548363,31.300982,7898,247,969,0,绿宝广场（The Emerald City）位于苏州市高新区长江路436号，项目总建筑面积约46万方，营业面积约30万方，分3期开发，目前已成功开发出两期，影响力众所瞩目，已成为苏州新区地标性建筑。地处狮山核心商圈，周围交通便捷，覆盖多条轨道交通和公交线路，现已与苏州轨道交通3号线何山站无缝对接，坐享“轨交商业”新势力。,8:00,22:00,,,,1,1
美罗,商业街,102,120.54567,31.284845,269,1,20,0,苏州美罗商城，即苏州美罗百货高新区购物中心有限公司， 所属的集团为苏州函数集团有限责任公司，该集团公司于 2003 年成立，是由苏州五交集团公司转制成立的民营商贸集团。美罗商城是其旗舰物业，另有金函商务会馆、进出口分公司、古玩公司、拍卖公司、典当行、江苏保险代理公司等十余家多元化经营的控股子公司。位于观前街245号的美罗商城已成为苏州引领时尚潮流的一个缩影。,8:00,22:00,,,,1,1
山塘老街,商业街,1420,120.607978,31.29018,3257,180,490,0,"山塘街自建成以来，便以其秀丽的水乡风光成为旅游胜地。整个街道呈河路并行的格局，建筑精致典雅、粉墙黛瓦、体量协调疏朗有致，是苏州古城风貌精华之所在。人家前门临街后门临河，踏步与水相接两岸民居鳞次栉比，夹河相望，堪称“水路并行、河街相邻”的苏州“水巷”。石桥垂柳、红槛碧树、画舫绿波，历代文人墨客无不在此流连忘返,纷纷写下赞美的诗句。如宋代诗人范成大就写道:“柳暗阁门逗晓开，半塘塘下越溪回。炊烟拥柁船船过,芳草缘堤步步来。",8:00,22:00,,,1,1,
十全街,商业街,2148,120.721031,31.26556,6413,249,895,0,"十全街景位于苏州名园沧浪亭北首，东起葑门安利桥堍、西至人民路三元坊口，全长1800米。宋时因有十口井而名“十泉”，至清为纪念乾隆帝易名为“十全”，历经千年风雨沧桑，至今依然保留着""水陆平行、河街相邻、两路一河""的传统格局和水乡情调。这里到处铭刻着古老历史痕迹和漫长岁月的印记：古树名木有十多株，网师园、沧浪亭、南园、织造府等名胜古迹，李根源、冯梦龙、叶圣陶等名人故居，再加上乌鹊桥、带城桥、砖桥、帝师桥等14座古色古香的小桥，十全街显现出极为丰富的历史文化底蕴。1992年，十全街作为古城保护重点工程实施全面改造，历时五年，展现了粉墙黛瓦、古朴幽雅、临街枕河、倒影如画的古城新格局。在这条街上分布着苏州饭店、南园宾馆、南林饭店等一批星级涉外旅游饭店，沈德龙的古吴绣皇、秦汉堂等一批工艺美术店，钱塘茶人、紫滕庐等休闲茶酒吧，形成为集丝绸绣品、古玩字画、文房四宝、民间工艺、风味小吃于一体的特色。游人徜徉于此，听评弹，看古吴今韵，深深领略街坊改造第一节的绰约风姿。如今，十全街已成为姑苏城内独领风骚的休闲文化街。举步十全街，一眼望去，错落有致，粉墙黛瓦，颇具明清风格的新楼屋后，一家家餐馆、工艺店接踵而开，各具特色，有专用鱼头煨汤的餐馆、集吴文化与餐饮一体的茶酒楼，会东西南北风味的山城火锅、日本料理、韩国料理、烧烤、广邦、淮扬佳肴等，菜系流派齐全，引得国内外游客云集；十全街上的工艺店是各展其长，有专卖苏绣艺术品、陶瓷古董、字画等的商店，紫砂、陶器、丝绸、书画、金石、碧玉、红木小件，在这里应有尽有。",8:00,22:00,,,,1,
泰华商城,商业街,2049,120.624229,31.29007,4636,169,585,0,苏州泰华商城成立于1996年，地处苏州南门商业区，紧邻古运河风景旅游点、盘门三景、沧浪亭、文庙等著名风景观光点，是古城区的标志性建筑。作为苏州市第一批股份制试点企业，开业以来，泰华商城坚持走精品与时尚相结合的特色之路，创造出一套以时尚经营为内涵的现代管理机制，经营业绩逐年递增，特别是05年以来在奠定了精品时尚地位的基础上，泰华商城又将东楼全新改版为以经营青春流行、运动、休闲服饰为主青春流行基地，取得了长足发展，成为南门地区乃至苏州市区的一颗璀璨明珠。,8:00,22:00,,,,1,
乌鹊桥,商业街,47,120.62755,31.29796,86,2,5,0,"乌鹊桥位于苏州 古城区中心，虽历经风雨，民末清初其规模在苏州古城内仍为诸 石拱桥之最。据民间传说，乌鹊桥与 玄妙观 三清殿 屋脊等高。此说法虽可能有夸大，但由此亦可知乌鹊桥 非同寻常了。该桥纯用武康石构成，雨后斜阳，明丹荧紫，甚为壮观。1934年该桥危险，当时有省立苏州图书馆馆长 蒋吟秋先生、省立苏州实验小学校长施仁夫先生等苏州名士创议重修。为适应车辆过往，拆除原石拱桥的上半部，保留其下半部，加钢筋水泥梁，改建为 平桥，桥宽5.2米，跨度5.5米，全长22米，水泥柱钢管桥栏，水泥灯柱。下段分嵌长宽70厘米，高 35厘米的 汉白玉 阴刻石碑四块，分别为 隶书桥名、修建年份；另两块楷书修桥收支款项、隶书《修桥记》等分置两侧；水泥梁侧面也有隶书桥名，所书皆蒋吟秋先生手笔。解放后，苏州市不断改造，原有街巷已不适应车辆行驶之需。和乌鹊桥北接的原 平桥直街本来仅容两顶小 轿子或两辆 黄包车相擦而过，1959年加以拓宽，1965年又将原弹石路面改为沥青，取消原街名，与北街的 五卅路合为一条街。90年代，乌鹊桥再度拓宽，将原水泥钢管栏改为现时的花岗石雕柱 护栏，两旁护栏中部各嵌原阴刻桥名青石一块，桥加宽至13米。乌鹊桥和苏州各式大小桥梁一样，装点、美化着苏州古城，已成为旅游观光的特色景点，也是""东方威尼斯""的美丽所在，呈现着水城水乡特色。",8:00,22:00,,,1,1,1
圆融星座,商业街,62,120.713783,31.316431,172,20,10,0,圆融星座经营定位为CBD国际级生态坡地都市综合体。圆融星座与圆融时代广场的久光百货区通过空中连廊相接，是集圆融购物中心、圆融写字楼、圆融国际公寓三位一体的大型都市综合体项目。空中花园、屋顶绿植、山地岩壁、瀑布露台、生态坡地、公园式景观物业，提供了独具魅力的自然生态式体验生活方式。圆融星座项目坐拥金鸡湖的繁华城市湖景，具有较高的升值潜力。,10:00,22:00,,,,1,
丰硕茶楼,休闲度假,256,121.10201,31.44115,757,20,59,0,一家以茶文化为主题的茶楼。茶楼环境古色古香，提供各类名茶和茶点，是茶文化爱好者的天堂。,10:00,22:00,,1,,1,
环秀晓筑养生度假村,休闲度假,2040,120.56047,31.1928431,5283,196,1163,0,"苏州环秀晓筑养生度假村位于南苏州吴中越溪旺山景区，得旺山山水形胜，背倚七子山，环抱画眉泉。占地规模408亩，经营面积达33000m2。
房间宽敞明亮，有超大的落地窗，视野十分开阔。客房内设有精选的香薰炉、药枕及按摩拖鞋，极具特色。
这里由养生型度假酒店（环秀晓筑度假酒店）、大型山谷室外温泉（天颐温泉）、专业马术俱乐部（世骑家马术中心）、竹海精品茶苑（挹翠轩)组成。
酒店内的餐饮以“不时不食”为核心理念，首创“24节气天然养生宴”四季有别的主打产品，并设有临湖包厢及零点厅，满足不同宴请需求。
会议中心拥有大中小多种会议室，配有先进的投影仪、多媒体音响设备、宽带互联网等服务设备，能满足各类商务聚会的需要。",全天开放,全天开放,,1,,1,
金凤凰温泉度假村,休闲度假,3415,121.162454,31.437549,8934,302,1299,0,金凤凰温泉度假村是一所按国际超五星标准设计与建造的特色大型度假村，拥有143余间现代化高标准商务客房、十余栋风格各异的高档商务休闲渡假别墅、各种大中小型商务会议中心、宴会厅、中西美食餐厅、大型温泉汤池、SPA馆、温泉养生馆、国际商务中心、户外运动休闲区、健身房、商场等主体配套设施一应俱全。,8:00,23:00,,,,1,1
书香世家树山温泉酒店,休闲度假,1067,120.46606,31.359346,2307,101,301,0,"苏州书香世家树山温泉度假酒店坐落于苏州高新区树山生态村。处于大阳山北麓，树山生态村北靠通安镇区，东邻浒墅关镇，苏 浒木公路、浒光运河贯穿全村全长3公里，与312国道，沪宁高速，沪宁铁路，京杭大运河相邻，5分钟可达苏州绕城高速，全村人口1822人，556户，分15个自然小组都是依恋山脚，有农田1050多亩已全部调整种植高科技的树山“翠冠”梨，成为观光果园，山地4700多亩，分别种植了树山杨梅2000多亩，茶树800多亩，笋用竹300多亩，有自然的食用、药用、观赏的林木。
苏州书香世家树山温泉度假酒店由国内知名品牌“书香门第”酒店连锁管理，是一座位于苏州新区大树山生态村的环境幽雅、设施齐全、服务上乘、舒心惬意的主题温泉度假酒店。酒店坐拥苏南地区第一口花岗岩裂隙型温泉井，是符合国家医疗热矿泉标准的温泉休闲度假基地，其独特雅致的院落式露天温泉和会所式温泉SPA，犹如置身世外桃源，与大自然美妙泉接触。酒店倡导“乐活天下”理念，突出温泉SPA主题。",全天开放,全天开放,,1,,1,
四季悦温泉,休闲度假,1896,120.520905,31.359369,4484,141,750,0,"苏州乐园四季悦温泉乐趣横生的水上项目与休闲舒适的温泉首次巧妙地融合到了一起――水疗池、热身池、死海浴、鱼疗浴等含多种理疗功能的舒适温泉，体现的是传统温泉的养生功能；而夏威夷风情的造浪池、国内一流的巨兽碗滑道等项目展示的则是经过创新后的独特水上乐趣。在这里，阳光透过欢快的水花折射出的不仅是七色彩虹，还有释放压力后的轻松与愉悦。
泉水采自1299米深处，pH值为6.6，出水温度为46摄氏度，水质中性温和，富含偏硅酸、钾、钠、镁、铁等多种对人体有益的微量元素。温泉水中的镁可镇静降压，钠可帮助肌肉收缩，钾能增强心脏血管功能，调节神经细胞及荷尔蒙运动。
在鸟鸣声声、山色青翠的高新区树山村，苏州乐园四季悦温泉显得相当醒目，只见一个长110米、宽80米、高25米的巨大半椭圆玻璃球体，坐落在群山环抱之中，在阳光下显得晶莹剔透，犹如水晶宫一般。",8:00,23:00,,1,,1,
苏州太湖牛仔风情度假村,休闲度假,2035,120.2666718,31.0779525,4029,262,626,0,苏州安住幸福山庄有限公司成立于2004年，2012年二期安住幸福山庄幸福温泉开发并投入使用。山庄位于苏州太湖之畔洞庭西山缥缈峰下，周边山青水秀，风景其吃、住、游乐设施齐全，拥有华东地区大型特色跑马场，幸福温泉，芬兰木屋，露天泉水泳池等；是团体活动、庆典会议、拓展培训、游乐度假及学生夏令营、冬令营、春秋游的良好活动基地；同时也是原生态蔬菜基地。17年的环保实践，有充分的资源让孩子亲近自然。,全天开放,全天开放,1,,,1,1
苏州中茵皇冠假日酒店,休闲度假,4583,120.6868,31.307186,11785,452,1503,0,苏州中茵皇冠假日酒店位于苏州工业园区静谧秀美的金鸡湖畔，整体建筑时尚现代，仿佛一座正待起航的豪华邮轮。酒店位置得天独厚，交通便捷，距苏南硕放机场直线距离约31公里，距上海虹桥机场直线距离约63公里，至古城区中心直线距离约4.5公里。酒店位于繁华商区，闹中取静，步行即可到达苏州中心、东方之门、湖滨新天地、李公堤等。388间主题客房和套房典雅精致，湖畔美景尽收眼底。客房均配备高速无线网络、液晶平板电视、迷你吧、热带雨林花洒、高级洗浴套装等，24小时客房服务让您随时享受正宗苏式美馔和特色小吃。行政楼层提供全天个性化商务及礼宾服务，皇冠假日俱乐部坐拥湖畔美景，为您的社交与商务互动提供宽敞雅致的空间。周末和节假日，室内、室外儿童乐园，儿童影院，以及电竞室对住店客人开放。您可以和孩子一起玩滑滑梯、独木桥、做游戏等。酒店处处彰显国际商务酒店风范。“皇冠假日会务总监”是皇冠假日品牌的标志性服务，配合“两小时反馈”，深入会议筹划和管理过程的各个细节，确保每一个环节都尽善尽美。酒店13间会议厅和宴会厅功能完善，是举办各种主题活动、鸡尾酒会、婚礼庆典的理想之选。健身房配备先进的运动器械，室内、室外游泳池饱览醉人的金鸡湖美景，超值的水疗服务为您带来独特的水疗体验。“圣汐”餐厅荟萃中式自助餐、西式佳肴和亚洲美馔，6间开放式厨房使大厨的精湛技艺一览无余。臻炉逸火锅，精选全球优质食材，以招牌泉水锅底还原鲜活本味，用更具现代美学的出品形式，创造赏景式用餐新体验。“鲍鱼王子”中餐厅主打正宗粤菜美馔，12间极富东方韵味的包厢为您提供私密雅致的用餐环境。茶坊“香茗舫”坐拥金鸡湖美丽景致，奉上精选中式茶和主题下午茶。大堂酒廊“马里亚纳”有特调鸡尾酒和红酒佳酿，为您的夜晚时光增添无限乐趣。,全天开放,全天开放,,1,,1,
同里湖度假村,休闲度假,1031,120.73283,31.152599,2334,71,246,0,“醇正水乡，旧时江南”是世人对中国历史文化名镇同里的美誉，同里湖度假村就坐落于同里镇的同里湖中。度假村由同里湖桥与陆地相连，距闻名中外的世界文化遗产退思园步行仅五分钟之遥。整个度假村四面环水，宾客在园内可尽享同里湖美景，一睹“烟雨景观”和“罗星听雨”之风采，度假村内绿树成荫，环境幽雅，足以用“一滴水打破宁静”来形容。,全天开放,全天开放,,1,,1,
阳山温泉度假山庄,休闲度假,1547,120.603604,31.266822,3265,173,395,0,苏州阳山温泉度假山庄是苏州高新区浒墅关经济开发区投资的一家集天然地质温泉、会议中心、餐饮中心、度假酒店、拓展基地和娱乐配套等设施于一体的温泉景点度假项目，提供包括商务会议、旅游度假、休闲娱乐、户外拓展等在内的一站式温泉度假新体验。,全天开放,全天开放,,1,,1,1
